title,url,price,tags
THRONE AND LIBERTY,https://store.steampowered.com/app/2429640/THRONE_AND_LIBERTY/,0.00,"['MMORPG', 'Free to Play', 'Massively Multiplayer', 'Open World', 'RPG', 'Fantasy', 'PvP', 'Character Customization', 'PvE', 'Action', 'Adventure', 'Multiplayer', 'Third Person', 'Exploration', 'Action-Adventure', 'Online Co-Op', 'Combat', 'Crafting', 'Co-op', 'Emotional']"
HELLDIVERS™ 2,https://store.steampowered.com/app/553850/HELLDIVERS_2/,39.99,"['Online Co-Op', 'PvE', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Shooter', 'Co-op', 'Sci-fi', 'Capitalism', 'Space', 'Extraction Shooter', 'Third Person', 'Comedy', 'Gore', 'Violent', 'Great Soundtrack', 'Difficult', 'Psychological Horror', 'Singleplayer', 'Open World']"
Abiotic Factor,https://store.steampowered.com/app/427410/Abiotic_Factor/,19.99,"['Survival', 'Online Co-Op', 'Open World Survival Craft', 'Crafting', 'Base Building', 'Early Access', 'Sci-fi', 'Co-op Campaign', 'Exploration', 'Multiplayer', 'Sandbox', 'FPS', 'First-Person', 'Building', 'Science', 'Simulation', 'Immersive Sim', 'PvE', 'Aliens', 'Adventure']"
Apex Legends™,https://store.steampowered.com/app/1172470/Apex_Legends/,0.00,"['Free to Play', 'Battle Royale', 'Multiplayer', 'FPS', 'Shooter', 'First-Person', 'PvP', 'Action', 'Hero Shooter', 'Team-Based', 'Tactical', 'Sci-fi', 'Loot', 'Survival', 'Co-op', 'Character Customization', 'Funny', 'Lore-Rich', 'Cyberpunk', 'Cinematic']"
FragPunk,https://store.steampowered.com/app/2943650/FragPunk/,0.00,"['FPS', 'Free to Play', 'Hero Shooter', 'Action', 'Team-Based', 'Multiplayer', 'Sci-fi', 'Stylized', 'Shooter', 'PvP', 'Futuristic', '3D', 'First-Person', 'Adventure', 'Combat', 'Cyberpunk', 'Sexual Content', 'Co-op', 'Online Co-Op', 'Hentai']"
Dead by Daylight,https://store.steampowered.com/app/381210/Dead_by_Daylight/,19.99,"['Horror', 'Multiplayer', 'Survival Horror', 'Online Co-Op', 'Co-op', 'Survival', 'Gore', 'Team-Based', 'Blood', 'Stealth', 'Third Person', 'Violent', 'First-Person', 'Psychological Horror', 'Action', 'Atmospheric', 'Strategy', 'Comedy', 'Mature', 'Difficult']"
Assassin’s Creed Shadows,https://store.steampowered.com/app/3159330/Assassins_Creed_Shadows/,69.99,"['Action', 'Adventure', 'Open World', 'Combat', '3D', 'Ninja', 'Stealth', 'Female Protagonist', 'Assassin', 'RPG', 'Singleplayer', 'Action-Adventure', 'Action RPG', 'Violent', 'Swordplay', 'Third Person', 'Parkour', 'Exploration', 'Story Rich', 'Cinematic']"
Fallout 76,https://store.steampowered.com/app/1151340/Fallout_76/,39.99,"['Open World', 'Multiplayer', 'Post-apocalyptic', 'Dark Comedy', 'RPG', 'Capitalism', 'Survival', 'Base Building', 'Co-op', 'Shooter', 'Horror', 'MMORPG', 'Exploration', 'FPS', 'Singleplayer', 'Gore', 'Violent', 'Atmospheric', 'Great Soundtrack', 'Early Access']"
Magic: The Gathering Arena,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena/,0.00,"['Strategy', 'Card Game', 'Trading Card Game', 'Free to Play', 'Deckbuilding', 'PvP', 'Multiplayer', 'Turn-Based Strategy', 'eSports', 'Fantasy', 'Magic', 'Tactical', 'Gambling']"
ELDEN RING,https://store.steampowered.com/app/1245620/ELDEN_RING/,59.99,"['Souls-like', 'Open World', 'Dark Fantasy', 'RPG', 'Difficult', 'Action RPG', 'Third Person', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Online Co-Op', 'Action', 'Co-op', 'Atmospheric', 'PvP', 'Great Soundtrack', 'Violent', '3D', 'Character Customization', 'Family Friendly']"
